"Windows Command Prompt";12;False;False;1;0;1;1
32;1;1;3;14;3;0
33;38;77;4;11;5;0
34;80;113;6;5;7;0
35;43;77;7;11;8;0
36;10;16;6;12;7;0
37;51;77;6;11;7;0
38;58;77;7;11;8;0
39;67;113;3;5;4;0
40;66;77;5;11;6;0
41;72;77;5;11;6;0
42;40;113;8;9;9;0
43;33;113;6;9;7;0
44;123;1;3;12;3;-1
45;56;113;6;7;7;0
46;78;77;2;11;3;0
47;81;77;8;11;9;0
48;90;77;7;11;8;0
49;98;77;6;11;7;0
50;105;77;6;11;7;0
51;112;77;6;11;7;0
52;119;77;7;11;8;0
53;1;89;6;11;7;0
54;8;89;6;11;7;0
55;31;77;6;11;7;0
56;24;77;6;11;7;0
57;17;77;6;11;7;0
58;30;113;2;10;3;0
59;75;65;3;11;3;-1
60;31;65;6;11;7;0
61;49;113;6;8;7;0
62;38;65;6;11;7;0
63;45;65;6;11;7;0
64;52;65;7;11;8;0
65;60;65;6;11;7;0
66;67;65;7;11;8;0
67;79;65;7;11;8;0
68;9;77;7;11;8;0
69;87;65;7;11;8;0
70;95;65;7;11;8;0
71;103;65;7;11;8;0
72;111;65;6;11;7;0
73;31;89;4;11;5;0
74;1;77;7;11;8;0
75;15;89;7;11;8;0
76;23;89;7;11;8;0
77;44;89;7;11;8;0
78;36;89;7;11;8;0
79;53;101;7;11;8;0
80;61;101;7;11;8;0
81;29;1;7;13;8;0
82;1;113;7;11;8;0
83;9;113;6;11;7;0
84;16;113;6;11;7;0
85;23;113;6;11;7;0
86;117;101;6;11;7;0
87;109;101;7;11;8;0
88;102;101;6;11;7;0
89;95;101;6;11;7;0
90;88;101;6;11;7;0
91;83;101;4;11;5;0
92;74;101;8;11;9;0
93;69;101;4;11;5;0
94;87;113;7;5;8;0
95;83;1;6;12;7;0
96;63;113;3;6;4;0
97;31;101;7;11;8;0
98;89;89;7;11;8;0
99;39;101;6;11;7;0
100;52;89;7;11;8;0
101;60;89;6;11;7;0
102;67;89;6;11;7;0
103;13;1;7;14;8;0
104;74;89;7;11;8;0
105;82;89;6;11;7;0
106;59;1;6;13;7;0
107;97;89;7;11;8;0
108;24;101;6;11;7;0
109;105;89;7;11;8;0
110;113;89;6;11;7;0
111;120;89;6;11;7;0
112;37;1;7;13;8;0
113;21;1;7;13;8;0
114;1;101;7;11;8;0
115;16;65;6;11;7;0
116;17;101;6;11;7;0
117;23;65;7;11;8;0
118;118;65;6;11;7;0
119;8;65;7;11;8;0
120;9;53;7;11;8;0
121;5;1;7;14;7;-1
122;24;16;6;11;7;0
123;101;16;5;11;6;0
124;17;29;2;11;3;0
125;44;29;5;11;6;0
126;95;113;8;5;9;0
127;71;113;8;5;9;0
1028;65;29;7;11;8;0
1030;81;29;4;11;5;0
1031;86;29;4;11;5;0
1040;17;16;6;11;7;0
1041;73;29;7;11;8;0
1042;57;29;7;11;8;0
1043;91;29;7;11;8;0
1044;90;1;8;12;9;0
1045;36;29;7;11;8;0
1046;27;29;8;11;9;0
1047;20;29;6;11;7;0
1048;9;29;7;11;8;0
1049;1;29;7;11;8;0
1050;115;16;7;11;8;0
1051;107;16;7;11;8;0
1052;93;16;7;11;8;0
1053;86;16;6;11;7;0
1054;78;16;7;11;8;0
1055;70;16;7;11;8;0
1056;62;16;7;11;8;0
1057;54;16;7;11;8;0
1058;47;16;6;11;7;0
1059;40;16;6;11;7;0
1060;31;16;8;11;9;0
1061;50;29;6;11;7;0
1062;115;1;7;12;8;0
1063;58;53;7;11;8;0
1064;107;29;7;11;8;0
1065;66;1;8;12;9;0
1066;1;53;7;11;8;0
1067;99;29;7;11;8;0
1068;17;53;6;11;7;0
1069;24;53;7;11;8;0
1070;32;53;8;11;9;0
1071;41;53;8;11;9;0
1072;50;53;7;11;8;0
1073;66;53;6;11;7;0
1074;1;65;6;11;7;0
1075;73;53;6;11;7;0
1076;75;1;7;12;8;0
1077;80;53;6;11;7;0
1078;87;53;7;11;8;0
1079;95;53;6;11;7;0
1080;102;53;6;11;7;0
1081;109;53;6;11;7;0
1082;116;53;6;11;7;0
1083;119;41;6;11;7;0
1084;111;41;7;11;8;0
1085;104;41;6;11;7;0
1086;97;41;6;11;7;0
1087;115;29;6;11;7;0
1088;45;1;6;13;7;0
1089;122;29;6;11;7;0
1090;1;41;6;11;7;0
1091;52;1;6;13;7;0
1092;99;1;7;12;8;0
1093;8;41;7;11;8;0
1094;107;1;7;12;8;0
1095;16;41;6;11;7;0
1096;23;41;7;11;8;0
1097;1;16;8;12;9;0
1098;31;41;7;11;8;0
1099;39;41;7;11;8;0
1100;47;41;6;11;7;0
1101;54;41;6;11;7;0
1102;61;41;7;11;8;0
1103;69;41;6;11;7;0
1108;76;41;6;11;7;0
1110;83;41;6;11;7;0
1111;90;41;6;11;7;0
1168;9;101;7;11;8;0
1169;46;101;6;11;7;0
