"NBP Informa FiveSix";12;False;False;1;0;1;1
32;1;1;6;13;6;0
33;13;63;1;11;3;0
34;81;87;3;6;5;0
35;15;63;5;11;7;0
36;89;1;5;12;7;0
37;21;63;5;11;7;0
38;27;63;6;11;8;0
39;91;87;2;6;4;0
40;34;63;3;11;5;0
41;38;63;3;11;5;0
42;48;87;5;10;7;0
43;42;87;5;10;7;0
44;102;1;2;12;4;0
45;63;87;5;8;7;0
46;42;63;1;11;3;0
47;44;63;4;11;6;0
48;49;63;5;11;7;0
49;55;63;2;11;4;0
50;58;63;5;11;7;0
51;64;63;5;11;7;0
52;70;63;5;11;7;0
53;76;63;5;11;7;0
54;82;63;5;11;7;0
55;7;63;5;11;7;0
56;88;63;5;11;7;0
57;1;63;5;11;7;0
58;54;87;2;10;4;0
59;120;51;2;11;4;0
60;34;51;4;11;6;0
61;57;87;5;9;7;0
62;39;51;4;11;6;0
63;44;51;5;11;7;0
64;50;51;5;11;7;0
65;56;51;5;11;7;0
66;62;51;5;11;7;0
67;68;51;5;11;7;0
68;74;51;5;11;7;0
69;80;51;5;11;7;0
70;86;51;5;11;7;0
71;92;51;5;11;7;0
72;98;51;5;11;7;0
73;104;51;3;11;5;0
74;100;63;5;11;7;0
75;114;51;5;11;7;0
76;123;51;5;11;7;0
77;94;63;5;11;7;0
78;112;63;5;11;7;0
79;106;63;5;11;7;0
80;24;87;5;11;7;0
81;104;75;5;11;7;0
82;116;75;5;11;7;0
83;36;87;5;11;7;0
84;86;75;5;11;7;0
85;92;75;5;11;7;0
86;110;75;5;11;7;0
87;1;87;5;11;7;0
88;122;75;5;11;7;0
89;30;87;5;11;7;0
90;7;87;5;11;7;0
91;13;87;2;11;4;0
92;16;87;4;11;6;0
93;21;87;2;11;4;0
94;85;87;5;6;7;0
95;98;75;5;11;7;0
96;94;87;3;5;5;0
97;68;75;6;11;8;0
98;20;75;5;11;7;0
99;75;75;5;11;7;0
100;118;63;5;11;7;0
101;1;75;5;11;7;0
102;7;75;4;11;6;0
103;20;1;5;13;7;0
104;12;75;5;11;7;0
105;18;75;1;11;3;0
106;26;1;3;13;5;0
107;26;75;5;11;7;0
108;66;75;1;11;3;0
109;32;75;5;11;7;0
110;38;75;5;11;7;0
111;44;75;5;11;7;0
112;42;1;5;13;7;0
113;36;1;5;13;7;0
114;50;75;4;11;6;0
115;55;75;5;11;7;0
116;24;51;3;11;5;0
117;28;51;5;11;7;0
118;108;51;5;11;7;0
119;18;51;5;11;7;0
120;41;39;5;11;7;0
121;48;1;5;13;7;0
122;103;15;5;11;7;0
123;23;27;3;11;5;0
124;15;27;1;11;3;0
125;11;27;3;11;5;0
126;69;87;5;7;7;0
127;75;87;5;7;7;0
339;1;27;9;11;11;0
1028;123;15;5;11;7;0
1030;119;15;3;11;5;0
1031;115;15;3;11;5;0
1040;109;15;5;11;7;0
1041;97;15;5;11;7;0
1042;91;15;5;11;7;0
1043;80;15;4;11;6;0
1044;54;1;7;12;9;0
1045;58;15;5;11;7;0
1046;70;15;9;11;11;0
1047;64;15;5;11;7;0
1048;17;27;5;11;7;0
1049;52;15;5;11;7;0
1050;123;1;5;11;7;0
1051;45;15;6;11;8;0
1052;33;15;5;11;7;0
1053;27;15;5;11;7;0
1054;13;15;5;11;7;0
1055;7;15;5;11;7;0
1056;1;15;5;11;7;0
1057;111;1;5;11;7;0
1058;105;1;5;11;7;0
1059;117;1;5;11;7;0
1060;19;15;7;11;9;0
1061;39;15;5;11;7;0
1062;95;1;6;12;8;0
1063;85;15;5;11;7;0
1064;12;39;9;11;11;0
1065;78;1;10;12;12;0
1066;32;27;5;11;7;0
1067;34;39;6;11;8;0
1068;27;27;4;11;6;0
1069;47;39;5;11;7;0
1070;53;39;8;11;10;0
1071;62;39;5;11;7;0
1072;68;39;6;11;8;0
1073;75;39;5;11;7;0
1074;87;39;5;11;7;0
1075;13;51;4;11;6;0
1076;8;1;5;13;7;0
1077;93;39;5;11;7;0
1078;99;39;7;11;9;0
1079;107;39;5;11;7;0
1080;113;39;5;11;7;0
1081;119;39;5;11;7;0
1082;1;51;5;11;7;0
1083;7;51;5;11;7;0
1084;28;39;5;11;7;0
1085;81;39;5;11;7;0
1086;22;39;5;11;7;0
1087;84;27;5;11;7;0
1088;30;1;5;13;7;0
1089;38;27;5;11;7;0
1090;44;27;5;11;7;0
1091;14;1;5;13;7;0
1092;50;27;7;11;9;0
1093;58;27;5;11;7;0
1094;62;1;6;12;8;0
1095;64;27;5;11;7;0
1096;70;27;7;11;9;0
1097;69;1;8;12;10;0
1098;78;27;5;11;7;0
1099;90;27;6;11;8;0
1100;7;39;4;11;6;0
1101;97;27;5;11;7;0
1102;103;27;7;11;9;0
1103;111;27;5;11;7;0
1105;117;27;5;11;7;0
1108;123;27;5;11;7;0
1110;1;39;1;11;3;0
1111;3;39;3;11;3;0
1168;61;75;4;11;6;0
1169;81;75;4;11;6;0
