"Windows Command Prompt";24;False;False;1;0;1;1
32;1;1;6;28;6;0
33;239;99;8;22;10;0
34;86;145;12;10;14;0
35;248;99;14;22;16;0
36;307;1;12;24;14;0
37;263;99;12;22;14;0
38;276;99;14;22;16;0
39;197;145;6;10;8;0
40;291;99;10;22;12;0
41;302;99;10;22;12;0
42;367;122;16;18;18;0
43;384;122;12;18;14;0
44;249;1;6;24;6;-2
45;456;122;12;14;14;0
46;313;99;4;22;6;0
47;318;99;16;22;18;0
48;335;99;14;22;16;0
49;350;99;12;22;14;0
50;363;99;12;22;14;0
51;376;99;12;22;14;0
52;389;99;14;22;16;0
53;404;99;12;22;14;0
54;417;99;12;22;14;0
55;430;99;12;22;14;0
56;443;99;12;22;14;0
57;456;99;12;22;14;0
58;349;122;4;20;6;0
59;469;99;6;22;6;-2
60;476;99;12;22;14;0
61;410;122;12;16;14;0
62;489;99;12;22;14;0
63;1;122;12;22;14;0
64;14;122;14;22;16;0
65;29;122;12;22;14;0
66;42;122;14;22;16;0
67;57;122;14;22;16;0
68;72;122;14;22;16;0
69;224;99;14;22;16;0
70;209;99;14;22;16;0
71;194;99;14;22;16;0
72;1;99;12;22;14;0
73;340;76;8;22;10;0
74;349;76;14;22;16;0
75;364;76;14;22;16;0
76;379;76;14;22;16;0
77;394;76;14;22;16;0
78;409;76;14;22;16;0
79;424;76;14;22;16;0
80;439;76;14;22;16;0
81;107;1;14;26;16;0
82;454;76;14;22;16;0
83;469;76;12;22;14;0
84;482;76;12;22;14;0
85;495;76;12;22;14;0
86;14;99;12;22;14;0
87;179;99;14;22;16;0
88;27;99;12;22;14;0
89;40;99;12;22;14;0
90;53;99;12;22;14;0
91;66;99;8;22;10;0
92;75;99;16;22;18;0
93;92;99;8;22;10;0
94;238;145;14;10;16;0
95;219;1;12;24;14;0
96;498;122;6;12;8;0
97;101;99;14;22;16;0
98;116;99;14;22;16;0
99;131;99;12;22;14;0
100;325;76;14;22;16;0
101;153;99;12;22;14;0
102;166;99;12;22;14;0
103;23;1;14;28;16;0
104;87;122;14;22;16;0
105;102;122;12;22;14;0
106;94;1;12;26;14;0
107;208;122;14;22;16;0
108;128;122;12;22;14;0
109;306;122;14;22;16;0
110;293;122;12;22;14;0
111;280;122;12;22;14;0
112;66;1;14;26;16;0
113;51;1;14;26;16;0
114;265;122;14;22;16;0
115;252;122;12;22;14;0
116;239;122;12;22;14;0
117;321;122;14;22;16;0
118;195;122;12;22;14;0
119;180;122;14;22;16;0
120;165;122;14;22;16;0
121;8;1;14;28;14;-2
122;152;122;12;22;14;0
123;141;122;10;22;12;0
124;223;122;4;22;6;0
125;228;122;10;22;12;0
126;253;145;16;10;18;0
127;270;145;16;10;18;0
128;287;145;16;10;18;0
129;304;145;16;10;18;0
130;321;145;16;10;18;0
131;338;145;16;10;18;0
132;355;145;16;10;18;0
133;372;145;16;10;18;0
134;389;145;16;10;18;0
135;423;145;16;10;18;0
136;103;156;16;10;18;0
137;440;145;16;10;18;0
138;457;145;16;10;18;0
139;474;145;16;10;18;0
140;491;145;16;10;18;0
141;1;156;16;10;18;0
142;18;156;16;10;18;0
143;204;145;16;10;18;0
144;35;156;16;10;18;0
145;52;156;16;10;18;0
146;69;156;16;10;18;0
147;86;156;16;10;18;0
148;221;145;16;10;18;0
149;406;145;16;10;18;0
150;1;145;16;10;18;0
151;18;145;16;10;18;0
152;180;145;16;10;18;0
153;69;145;16;10;18;0
154;99;145;16;10;18;0
155;116;145;16;10;18;0
156;146;145;16;10;18;0
157;163;145;16;10;18;0
158;52;145;16;10;18;0
159;35;145;16;10;18;0
160;120;156;0;0;0;0
161;144;99;8;22;10;0
162;312;76;12;22;14;0
163;451;53;14;22;16;0
164;350;1;16;22;18;0
165;406;30;12;22;14;0
166;428;1;6;22;8;0
167;112;30;16;22;14;-2
168;133;145;12;10;14;0
169;129;30;12;22;14;0
170;438;122;14;16;16;0
171;142;30;16;22;18;0
172;397;122;12;18;14;0
173;354;122;12;18;14;0
174;159;30;14;22;16;0
175;256;1;16;24;18;0
176;478;122;12;14;14;0
177;336;122;12;20;14;0
178;469;122;8;14;10;0
179;174;30;12;22;14;0
180;491;122;6;12;8;0
181;135;1;16;26;18;0
182;187;30;16;22;18;0
183;453;122;2;14;4;0
184;212;1;6;24;6;-2
185;204;30;12;22;14;0
186;423;122;14;16;16;0
187;217;30;16;22;18;0
188;234;30;16;22;18;0
189;251;30;16;22;18;0
190;268;30;16;22;18;0
191;285;30;12;22;14;0
192;298;30;12;22;14;0
193;311;30;12;22;14;0
194;324;30;12;22;14;0
195;337;30;12;22;14;0
196;350;30;12;22;14;0
197;363;30;12;22;14;0
198;376;30;14;22;16;0
199;81;1;12;26;14;0
200;476;30;14;22;16;0
201;88;30;14;22;16;0
202;419;30;14;22;16;0
203;434;30;14;22;16;0
204;449;30;8;22;10;0
205;458;30;8;22;10;0
206;103;30;8;22;10;0
207;467;30;8;22;10;0
208;73;30;14;22;16;0
209;476;1;14;22;16;0
210;335;1;14;22;16;0
211;320;1;14;22;16;0
212;367;1;14;22;16;0
213;382;1;14;22;16;0
214;397;1;30;22;32;0
215;58;30;14;22;16;0
216;435;1;14;22;16;0
217;450;1;12;22;14;0
218;463;1;12;22;14;0
219;491;1;12;22;14;0
220;1;30;12;22;14;0
1028;14;30;12;22;16;0
1030;27;30;8;22;10;0
1031;36;30;8;22;10;0
1040;45;30;12;22;14;0
1041;391;30;14;22;16;0
1042;74;76;14;22;16;0
1043;1;53;14;22;16;0
1044;290;1;16;24;18;0
1045;406;53;14;22;16;0
1046;421;53;16;22;18;0
1047;438;53;12;22;14;0
1048;491;30;14;22;16;0
1049;466;53;14;22;16;0
1050;481;53;14;22;16;0
1051;496;53;14;22;16;0
1052;1;76;14;22;16;0
1053;16;76;12;22;14;0
1054;29;76;14;22;16;0
1055;44;76;14;22;16;0
1056;59;76;14;22;16;0
1057;89;76;14;22;16;0
1058;284;76;12;22;14;0
1059;104;76;12;22;14;0
1060;117;76;16;22;18;0
1061;134;76;12;22;14;0
1062;182;1;14;24;16;0
1063;147;76;14;22;16;0
1064;162;76;14;22;16;0
1065;273;1;16;24;18;0
1066;177;76;14;22;16;0
1067;192;76;14;22;16;0
1068;207;76;12;22;14;0
1069;220;76;14;22;16;0
1070;235;76;16;22;18;0
1071;252;76;16;22;18;0
1072;269;76;14;22;16;0
1073;393;53;12;22;14;0
1074;380;53;12;22;14;0
1075;367;53;12;22;14;0
1076;152;1;14;24;16;0
1077;354;53;12;22;14;0
1078;16;53;14;22;16;0
1079;31;53;12;22;14;0
1080;44;53;12;22;14;0
1081;57;53;12;22;14;0
1082;70;53;12;22;14;0
1083;83;53;12;22;14;0
1084;96;53;14;22;16;0
1085;111;53;12;22;14;0
1086;124;53;12;22;14;0
1087;137;53;12;22;14;0
1088;38;1;12;26;14;0
1089;150;53;12;22;14;0
1090;163;53;12;22;14;0
1091;122;1;12;26;14;0
1092;167;1;14;24;16;0
1093;176;53;14;22;16;0
1094;197;1;14;24;16;0
1095;191;53;12;22;14;0
1096;204;53;14;22;16;0
1097;232;1;16;24;18;0
1098;219;53;14;22;15;0
1099;234;53;14;22;16;0
1100;249;53;12;22;14;0
1101;262;53;12;22;14;0
1102;275;53;14;22;16;0
1103;290;53;12;22;16;0
1105;303;53;12;22;14;0
1108;316;53;11;22;14;0
1110;328;53;12;22;14;0
1111;341;53;12;22;14;0
1168;297;76;14;22;16;0
1169;115;122;12;22;14;0
